real,approx,threshold,abs_error_percentage,approx paths given
11503.57,11503.57,8.84,0.0,False
16345.35,16701.44,8.84,2.178540074088339,True
9640.33,9640.33,9.14,0.0,False
-1.0,-1.0,9.14,-0.0,False
7825.67,7825.67,5.48,0.0,False
14802.14,14802.14,5.48,0.0,False
16763.14,16866.98,5.48,0.619454350437926,True
-1.0,-1.0,5.48,-0.0,False
10362.85,10362.85,7.0,0.0,False
12015.79,12015.79,7.0,0.0,False
3967.33,3967.33,7.0,0.0,False
4684.25,4684.25,7.0,0.0,False
1562.17,1562.17,11.34,0.0,False
9462.81,9462.81,5.31,0.0,False
9843.63,9843.63,5.31,0.0,False
15627.27,15627.27,5.31,0.0,False
-1.0,-1.0,13.28,-0.0,False
7842.15,8040.81,13.28,2.5332338708134983,True
2243.68,2243.68,7.66,0.0,False
9862.04,9862.04,7.66,0.0,False
10714.24,10714.24,7.66,0.0,False
-1.0,-1.0,10.37,-0.0,False
4467.12,4467.12,10.37,0.0,False
13998.28,14136.4,10.37,0.986692650811378,True
-1.0,-1.0,10.37,-0.0,False
9920.26,9920.26,5.77,0.0,False
10156.03,10156.03,5.77,0.0,False
-1.0,-1.0,5.77,-0.0,False
10933.43,10933.43,5.43,0.0,False
6631.24,6631.24,5.43,0.0,False
9009.04,9020.98,5.33,0.1325335440845938,True
19701.77,19701.77,13.57,0.0,False
16042.83,16489.51,13.57,2.784296785542192,True
-1.0,-1.0,13.57,-0.0,False
14074.5,14414.88,13.57,2.4184162847703234,True
3122.68,3122.68,8.25,0.0,False
-1.0,-1.0,8.25,-0.0,False
9531.74,9531.74,8.25,0.0,False
11393.95,11393.95,6.59,0.0,False
18842.71,18842.71,6.59,0.0,False
11787.23,11969.58,6.59,1.5470131659431468,True
2415.39,2415.39,6.59,0.0,False
16799.14,17006.14,5.62,1.2322059343514014,True
-1.0,-1.0,8.38,-0.0,False
3672.64,3859.02,8.38,5.074823560163809,True
-1.0,-1.0,8.38,-0.0,False
-1.0,-1.0,8.38,-0.0,False
-1.0,-1.0,8.67,-0.0,False
7386.31,7712.47,11.11,4.415736680426354,True
3064.78,3064.78,11.11,0.0,False
-1.0,-1.0,11.11,-0.0,False
4129.88,4129.88,12.73,0.0,False
9343.89,9343.89,5.57,0.0,False
8312.05,8529.83,5.57,2.6200516118165877,True
8931.04,8931.04,13.3,0.0,False
11435.27,11435.27,13.3,0.0,False
7729.0,8299.4,13.3,7.379997412343118,True
15272.84,15714.9,13.3,2.894419112620832,True
378.71,378.71,14.57,0.0,False
10957.71,11179.77,14.57,2.026518314501856,True
4598.0,4762.54,14.57,3.578512396694214,True
-1.0,-1.0,5.67,-0.0,False
-1.0,-1.0,5.67,-0.0,False
15519.26,15622.22,5.67,0.6634336946478062,True
-1.0,-1.0,5.67,-0.0,False
-1.0,-1.0,6.74,-0.0,False
4461.82,4461.82,6.74,0.0,False
12321.8,12350.62,6.74,0.23389439854567942,True
8610.83,8610.83,12.18,0.0,False
9992.51,10335.19,12.03,3.429368597079215,True
2796.61,2796.61,13.8,0.0,False
5364.75,5928.95,13.8,10.516799478074464,True
10004.94,10108.07,13.8,1.030790789350053,True
2407.06,2407.06,7.56,0.0,False
-1.0,-1.0,7.56,-0.0,False
-1.0,-1.0,5.46,-0.0,False
8022.82,8388.8,5.46,4.561737643372275,True
12159.14,12159.14,5.46,0.0,False
-1.0,-1.0,6.66,-0.0,False
11143.26,11579.16,6.66,3.9117816509710766,True
14431.44,14804.82,6.66,2.587267798639631,True
12406.46,12406.46,6.66,0.0,False
2335.41,2335.41,11.82,0.0,False
13112.3,13485.5,11.82,2.8461825919175183,True
9999.9,9999.9,5.02,0.0,False
11902.07,11902.07,5.02,0.0,False
3785.51,3785.51,6.24,0.0,False
5573.5,5573.5,6.62,0.0,False
-1.0,-1.0,6.62,-0.0,False
-1.0,-1.0,12.46,-0.0,False
8128.08,8545.08,12.46,5.130362890129034,True
9948.21,10405.77,13.28,4.599420398242512,True
16083.55,16083.55,13.28,0.0,False
-1.0,-1.0,12.37,-0.0,False
13533.63,14178.25,14.2,4.7630975577136425,True
11424.27,11619.55,11.28,1.7093433541048908,True
11098.66,11581.01,11.51,4.346020150180295,True
11768.39,11768.39,6.43,0.0,False
17679.37,17679.37,6.43,0.0,False
9707.09,9707.09,11.31,0.0,False
6612.64,7505.82,11.31,13.507162041181727,True
5171.96,5469.7,12.57,5.756811730949192,True
1286.28,1286.28,8.28,0.0,False
10427.18,10449.01,8.28,0.20935670046934957,True
-1.0,-1.0,10.9,-0.0,False
9218.39,9565.35,10.9,3.763780877137992,True
7541.9,7784.36,13.35,3.214839761863722,True
-1.0,-1.0,13.35,-0.0,False
-1.0,-1.0,13.35,-0.0,False
11851.34,11851.34,6.34,0.0,False
14807.88,15560.75,6.34,5.084252438566499,True
10867.54,11052.44,12.09,1.7013970042898359,True
4199.88,4199.88,12.09,0.0,False
9462.82,9494.2,12.09,0.33161362046410076,True
-1.0,-1.0,12.09,-0.0,False
10680.08,10680.08,13.58,0.0,False
11048.79,11618.97,14.91,5.160565093553216,True
15748.29,15841.77,13.18,0.5935882562487709,True
11968.54,11968.54,6.4,0.0,False
6494.88,6494.88,9.43,0.0,False
8948.72,9527.7,9.43,6.469975594274952,True
9914.17,9914.17,9.43,0.0,False
7786.77,7831.99,8.16,0.5807285947831944,True
18332.36,18454.52,8.16,0.6663626505261725,True
7568.11,7568.11,8.16,0.0,False
11727.37,11730.85,8.16,0.02967417247003858,True
15006.01,15203.58,9.83,1.3166058132708143,True
7223.81,7223.81,9.83,0.0,False
16596.61,17472.36,8.76,5.276679996698121,True
-1.0,-1.0,8.76,-0.0,False
-1.0,-1.0,8.76,-0.0,False
-1.0,-1.0,8.76,-0.0,False
-1.0,-1.0,12.33,-0.0,False
-1.0,-1.0,12.33,-0.0,False
-1.0,-1.0,12.33,-0.0,False
9730.12,9730.12,12.33,0.0,False
11579.75,11888.35,5.59,2.6649970854293086,True
16356.89,17160.11,5.59,4.910591194291832,True
9790.85,9790.85,10.52,0.0,False
13266.99,13308.03,10.52,0.3093391944970251,True
7522.13,7609.77,10.52,1.1650955248048136,True
5700.83,5700.83,8.37,0.0,False
-1.0,-1.0,8.37,-0.0,False
2271.05,4899.49,8.37,115.73677373901936,True
8163.12,8507.84,6.39,4.222895167533985,True
9429.37,9429.37,6.39,0.0,False
7450.48,7450.48,7.87,0.0,False
-1.0,-1.0,5.65,-0.0,False
13507.14,15035.08,5.65,11.312091234709943,True
13634.13,13783.65,5.65,1.0966596328478637,True
7215.44,7215.44,5.65,0.0,False
4289.48,4611.14,10.93,7.498811044695413,True
13404.31,13858.0,10.93,3.3846576213173267,True
6846.76,6846.76,10.93,0.0,False
20459.85,20467.0,12.03,0.034946492765105586,True
-1.0,-1.0,12.03,-0.0,False
3166.24,3166.24,12.03,0.0,False
15256.34,15622.84,12.03,2.402279970163224,True
13270.88,13586.78,13.03,2.3803997926286837,True
17844.31,18162.5,7.08,1.7831454396387347,True
5884.36,5884.36,7.08,0.0,False
10236.26,10236.26,7.08,0.0,False
8213.97,8306.98,7.08,1.1323391733838841,True
7495.86,7955.88,10.78,6.1369876171646816,True
7930.18,8524.79,10.78,7.498064356672869,True
6139.68,6245.08,9.25,1.716701847653292,True
8216.9,8216.9,9.25,0.0,False
5951.24,5951.24,10.58,0.0,False
2873.82,2873.82,12.06,0.0,False
12833.06,12833.06,14.88,0.0,False
8703.24,8729.7,14.88,0.3040247080397754,True
14133.11,14991.61,14.88,6.0743884396286445,True
11130.03,11130.03,14.88,0.0,False
6987.63,6987.63,6.89,0.0,False
9221.53,9400.01,7.59,1.9354705780927846,True
-1.0,-1.0,7.59,-0.0,False
20930.91,21569.66,12.57,3.051706781979379,True
-1.0,-1.0,12.57,-0.0,False
15568.56,16170.8,12.57,3.868308950859937,True
16289.42,16320.73,13.11,0.19221064961183082,True
5023.32,5251.12,13.11,4.5348494621087285,True
7315.41,7404.57,13.11,1.2187970325655002,True
19339.81,19980.46,9.04,3.3125971764975857,True
6236.69,6236.69,9.04,0.0,False
-1.0,-1.0,9.04,-0.0,False
12828.98,13245.96,7.49,3.2502973736025744,True
4189.9,4189.9,7.49,0.0,False
-1.0,-1.0,7.99,-0.0,False
9091.93,9091.93,7.6,0.0,False
-1.0,-1.0,7.6,-0.0,False
3509.1,3509.1,14.13,0.0,False
3210.74,3210.74,14.13,0.0,False
-1.0,-1.0,14.13,-0.0,False
12203.72,12969.69,14.13,6.2765287961375815,True
6479.15,6643.45,9.02,2.535826458717582,True
-1.0,-1.0,9.02,-0.0,False
3561.01,3561.01,5.2,0.0,False
10483.68,11094.01,5.2,5.821715275552095,True
16640.27,16827.87,13.58,1.1273855532392116,True
6600.33,6600.33,6.02,0.0,False
7967.74,7967.74,6.02,0.0,False
7271.26,7271.26,6.02,0.0,False
2653.78,2653.78,7.94,0.0,False
3552.22,3601.26,11.1,1.3805451238943653,True
15814.65,15814.65,11.44,0.0,False
12081.03,12237.93,11.44,1.2987303234906264,True
10515.73,10515.73,11.21,0.0,False
11723.21,11877.27,11.21,1.3141451871970333,True
10757.06,11394.29,8.56,5.923830488999796,True
7844.18,7844.18,5.3,0.0,False
-1.0,-1.0,5.3,-0.0,False
4553.13,4929.12,5.3,8.257835818436982,True
-1.0,-1.0,5.3,-0.0,False
12104.06,12384.24,12.8,2.3147605018481427,True
6025.47,6025.47,12.8,0.0,False
14541.42,14541.42,12.8,0.0,False
-1.0,-1.0,6.65,-0.0,False
4467.65,4467.65,6.65,0.0,False
-1.0,-1.0,6.65,-0.0,False
14722.45,14894.37,6.65,1.167740423638729,True
11018.43,11107.0,9.88,0.8038350291284666,True
5284.37,5514.28,9.88,4.350755151512855,True
7771.66,7771.66,9.88,0.0,False
3913.54,3913.54,9.88,0.0,False
-1.0,-1.0,8.6,-0.0,False
6197.63,6197.63,8.6,0.0,False
18226.28,18258.36,8.6,0.1760095861580188,True
1158.09,1158.09,12.24,0.0,False
11380.32,12386.84,11.08,8.844391018881723,True
3466.1,3466.1,11.08,0.0,False
16108.42,16686.23,11.08,3.587006050251977,True
12025.24,12467.59,11.08,3.6785128612817735,True
13627.92,14159.45,12.86,3.9003017335000547,True
4971.91,4971.91,12.86,0.0,False
10058.47,10058.47,12.86,0.0,False
9263.32,9263.32,5.42,0.0,False
-1.0,-1.0,5.42,-0.0,False
-1.0,-1.0,14.0,-0.0,False
2993.38,2993.38,14.0,0.0,False
-1.0,-1.0,14.0,-0.0,False
11607.34,11607.34,10.35,0.0,False
17966.66,17966.66,10.35,0.0,False
-1.0,-1.0,11.83,-0.0,False
-1.0,-1.0,10.61,-0.0,False
3005.57,3035.33,10.61,0.9901615999627279,True
-1.0,-1.0,10.61,-0.0,False
-1.0,-1.0,10.07,-0.0,False
15018.33,15018.33,11.25,0.0,False
9253.48,9406.04,11.25,1.6486770382602145,True
9909.39,9980.35,11.36,0.7160884776964168,True
12487.95,12490.94,11.36,0.023943081130207773,True
18495.94,19174.08,11.36,3.666426253545389,True
-1.0,-1.0,12.31,-0.0,False
5848.04,5848.04,7.16,0.0,False
12670.54,12946.18,7.16,2.175440036494099,True
13788.52,14280.15,11.82,3.5655023164197406,True
5509.17,5509.17,11.82,0.0,False
15183.65,15550.47,11.82,2.4158881428378534,True
9452.09,9618.17,14.41,1.7570717164140408,True
15413.6,15413.6,14.41,0.0,False
13330.42,13330.42,7.56,0.0,False
7459.5,7459.5,7.56,0.0,False
13430.14,13521.17,7.56,0.6778038054703872,True
7101.38,7101.38,7.56,0.0,False
12486.3,12627.92,12.42,1.1342030865829014,True
7296.36,7741.77,12.42,6.104550762297924,True
-1.0,-1.0,14.73,-0.0,False
7264.19,7312.47,14.73,0.664630192767544,True
4144.67,4144.67,13.65,0.0,False
16870.47,17333.97,7.39,2.747404192058668,True
-1.0,-1.0,6.83,-0.0,False
17110.6,17167.92,6.83,0.3349970193914867,True
11918.33,12252.71,6.83,2.805594407941374,True
2225.26,2225.26,6.88,0.0,False
13439.86,13468.53,6.88,0.213320674471312,True
15049.68,15947.22,6.88,5.963847736297376,True
3735.54,3735.54,13.92,0.0,False
8595.25,8660.4,13.92,0.7579767895058275,True
7868.38,7868.38,13.92,0.0,False
-1.0,-1.0,7.59,-0.0,False
5080.94,5080.94,7.59,0.0,False
11975.03,12210.14,8.13,1.9633353736900763,True
12388.84,12650.81,8.13,2.1145643982810283,True
16749.87,16786.12,9.42,0.21641959012219203,True
-1.0,-1.0,9.42,-0.0,False
7297.13,7516.68,5.57,3.0087171257741083,True
7483.45,7483.45,5.57,0.0,False
9012.86,9012.86,5.57,0.0,False
7557.86,7557.86,5.57,0.0,False
11535.34,11728.98,10.73,1.6786674688392318,True
-1.0,-1.0,10.73,-0.0,False
-1.0,-1.0,12.03,-0.0,False
4124.07,4124.07,12.03,0.0,False
6317.79,6546.47,12.03,3.6196201519835305,True
-1.0,-1.0,12.03,-0.0,False
8207.21,8401.29,13.27,2.364750018581245,True
18090.23,18112.17,13.27,0.12128093451547434,True
10206.7,10355.18,13.27,1.4547307160982448,True
6589.62,7047.79,14.26,6.952904719847276,True
14023.56,14421.22,14.26,2.8356565665209112,True
2788.56,2788.56,14.26,0.0,False
8152.29,8184.29,7.53,0.39252774373826255,True
6048.09,6048.09,7.53,0.0,False
14150.91,14358.43,7.53,1.4664781275550507,True
18820.4,18970.18,7.53,0.7958385581602879,True
9011.69,9435.98,12.9,4.708217881440651,True
11852.93,12367.49,12.9,4.341205085999829,True
5183.73,5183.73,12.9,0.0,False
6013.51,6013.51,11.29,0.0,False
11859.8,12314.46,11.29,3.833622826691849,True
11185.12,11185.12,11.29,0.0,False
8543.66,8543.66,14.79,0.0,False
18337.29,19345.57,14.79,5.498522409799915,True
11640.09,11640.09,5.03,0.0,False
4867.79,4867.79,10.36,0.0,False
5739.22,6909.49,9.16,20.390749962538454,True
8200.6,8421.91,9.16,2.6987049728068615,True
3766.0,3766.0,9.16,0.0,False
8811.53,9082.65,9.16,3.0768776818554664,True
-1.0,-1.0,11.03,-0.0,False
9260.82,9260.82,8.26,0.0,False
-1.0,-1.0,8.26,-0.0,False
-1.0,-1.0,8.26,-0.0,False
7630.06,7630.06,8.26,0.0,False
6636.65,6636.65,7.71,0.0,False
10516.85,10580.88,7.71,0.6088324926189765,True
-1.0,-1.0,5.94,-0.0,False
-1.0,-1.0,5.94,-0.0,False
9632.42,9632.42,5.94,0.0,False
-1.0,-1.0,5.78,-0.0,False
8368.67,8368.67,5.78,0.0,False
10005.91,10005.91,13.81,0.0,False
9081.56,9294.95,13.16,2.3497064381009567,True
-1.0,-1.0,13.16,-0.0,False
4301.43,4301.43,13.16,0.0,False
6930.94,6930.94,11.31,0.0,False
-1.0,-1.0,11.66,-0.0,False
6933.86,6933.86,11.66,0.0,False
-1.0,-1.0,11.66,-0.0,False
6366.81,6366.81,11.66,0.0,False
3122.49,3122.49,12.51,0.0,False
10695.95,10988.65,12.51,2.736549815584393,True
6813.34,7382.9,12.51,8.359483014204478,True
7362.16,7362.16,12.51,0.0,False
4500.56,4500.56,5.35,0.0,False
7668.96,7668.96,5.35,0.0,False
4188.12,4188.12,5.35,0.0,False
7377.87,7377.87,5.35,0.0,False
15254.79,15254.95,11.6,0.0010488508855241827,True
7544.25,7689.99,11.6,1.931802366040359,True
3986.17,3986.17,5.33,0.0,False
13341.93,13560.81,5.33,1.6405422603776154,True
18319.28,18348.82,14.87,0.16125087885550565,True
15432.41,15776.37,14.87,2.2288158492419585,True
-1.0,-1.0,6.89,-0.0,False
-1.0,-1.0,6.89,-0.0,False
18726.98,19129.33,6.89,2.148504457205605,True
14254.55,14649.23,13.91,2.7688001374999582,True
14275.64,14649.42,14.75,2.618306429694225,True
9266.62,9520.0,14.75,2.734330316771371,True
13243.61,14045.13,12.37,6.052126270707146,True
9826.84,10180.59,12.37,3.5998347383289033,True
-1.0,-1.0,12.37,-0.0,False
11543.89,11836.32,14.11,2.5332015464457847,True
9287.43,9772.52,14.11,5.223081089171064,True
10284.36,10284.36,14.11,0.0,False
-1.0,-1.0,7.14,-0.0,False
3666.65,3666.65,8.04,0.0,False
7030.98,7030.98,8.04,0.0,False
14161.35,14696.1,11.26,3.7761230391170333,True
7052.85,7052.85,10.49,0.0,False
-1.0,-1.0,10.49,-0.0,False
-1.0,-1.0,10.49,-0.0,False
7773.74,8124.86,10.49,4.516744835819051,True
11474.68,11490.86,10.47,0.14100611084579517,True
19090.17,19200.81,6.63,0.5795652945992784,True
7225.14,7225.14,6.63,0.0,False
11558.22,11832.2,6.63,2.3704342018061726,True
14525.62,14850.09,6.63,2.2337772845496393,True
6936.3,8043.96,13.98,15.96903248129406,True
-1.0,-1.0,13.98,-0.0,False
5388.51,5388.51,13.98,0.0,False
10012.66,10012.66,13.98,0.0,False
9045.85,10270.54,9.25,13.538694539484963,True
7825.71,7825.71,5.63,0.0,False
9467.55,9467.55,5.63,0.0,False
7289.3,7289.3,8.28,0.0,False
4671.82,4671.82,8.28,0.0,False
-1.0,-1.0,8.28,-0.0,False
-1.0,-1.0,11.98,-0.0,False
5991.67,5991.67,12.97,0.0,False
21338.7,21654.51,12.97,1.4799870657537604,True
5106.75,5307.57,14.06,3.932442355705678,True
9857.59,9857.59,14.06,0.0,False
5886.72,5886.72,14.06,0.0,False
7395.08,7395.08,9.1,0.0,False
12578.26,13726.4,6.78,9.127971595435294,True
3140.57,3140.57,6.78,0.0,False
-1.0,-1.0,6.78,-0.0,False
-1.0,-1.0,5.24,-0.0,False
-1.0,-1.0,9.51,-0.0,False
13653.61,15246.6,10.16,11.66717080684156,True
7781.15,8137.36,10.16,4.577858028697558,True
7313.77,7313.77,9.44,0.0,False
-1.0,-1.0,9.44,-0.0,False
-1.0,-1.0,9.44,-0.0,False
11061.32,11428.19,9.44,3.316692763612307,True
14239.38,14295.28,10.72,0.3925732721509045,True
13367.8,13704.82,10.72,2.5211328715271057,True
10748.64,10866.58,7.26,1.097255094598019,True
8367.75,8367.75,7.26,0.0,False
13608.03,13634.13,7.26,0.19179851896269,True
16163.88,16486.1,7.26,1.9934570165084087,True
11905.37,11905.37,13.73,0.0,False
3681.61,3681.61,13.73,0.0,False
6867.48,6867.48,10.12,0.0,False
9773.89,9907.55,10.12,1.3675210177319355,True
19985.76,19985.76,7.6,0.0,False
8457.36,8457.36,7.6,0.0,False
-1.0,-1.0,12.6,-0.0,False
-1.0,-1.0,13.18,-0.0,False
-1.0,-1.0,10.64,-0.0,False
10254.97,10349.66,13.29,0.9233571624295392,True
12630.91,12710.41,13.29,0.6294083324162708,True
11962.18,12622.31,13.29,5.518475729340298,True
-1.0,-1.0,13.93,-0.0,False
6139.0,6139.0,13.93,0.0,False
13268.82,13952.86,13.93,5.155243646383031,True
3832.64,3832.64,13.93,0.0,False
8521.51,8711.63,13.26,2.2310599881945685,True
6976.0,7100.23,13.26,1.780819954128434,True
13793.76,14740.4,13.26,6.862813330085483,True
12644.28,13182.37,13.26,4.255600160705079,True
7936.87,8434.07,13.6,6.264434216511041,True
11157.54,11157.54,13.6,0.0,False
9623.45,10305.17,13.6,7.083945986106846,True
8042.16,8042.16,8.33,0.0,False
5309.43,5309.43,7.19,0.0,False
2636.95,2636.95,7.19,0.0,False
14288.57,14288.57,7.19,0.0,False
9088.67,9088.67,7.19,0.0,False
21370.66,21655.46,10.99,1.3326682470265274,True
11817.15,12159.81,10.99,2.899683933943462,True
15632.64,15788.07,7.12,0.9942658437730307,True
7737.07,7737.07,7.12,0.0,False
2539.8,2539.8,7.12,0.0,False
8934.24,8934.24,12.85,0.0,False
9806.64,9945.88,12.85,1.4198543027989179,True
10289.54,10717.1,12.85,4.155287797122121,True
6983.16,9634.96,12.85,37.974212247750295,True
9853.23,9853.23,8.76,0.0,False
9005.26,9176.92,8.76,1.9062192540803915,True
13724.13,13740.46,12.83,0.11898750594755317,True
14184.91,14725.67,7.4,3.812220169179785,True
11249.49,11319.44,7.4,0.6218059663149238,True
8197.72,8197.72,7.4,0.0,False
4607.48,4870.39,14.49,5.70615607664061,True
13608.5,13841.29,14.49,1.7106220376970338,True
-1.0,-1.0,14.49,-0.0,False
-1.0,-1.0,14.49,-0.0,False
4528.78,4528.78,10.62,0.0,False
3820.69,3820.69,5.84,0.0,False
8435.2,8435.2,7.49,0.0,False
6911.2,7950.7,7.49,15.04080333371918,True
3997.37,3997.37,7.49,0.0,False
11635.09,11968.49,7.49,2.8654698846334634,True
4626.04,4626.04,5.82,0.0,False
-1.0,-1.0,5.82,-0.0,False
-1.0,-1.0,5.82,-0.0,False
1455.21,1455.21,5.18,0.0,False
11144.8,11290.89,9.23,1.3108355466226416,True
2889.27,2889.27,9.23,0.0,False
6324.52,6561.4,9.23,3.745422577523657,True
-1.0,-1.0,9.23,-0.0,False
6792.02,6792.02,13.84,0.0,False
10036.86,10250.16,13.84,2.1251666357805057,True
9673.25,10437.37,13.84,7.899309952704632,True
3590.83,3590.83,13.84,0.0,False
-1.0,-1.0,8.96,-0.0,False
3072.64,3072.64,8.96,0.0,False
10175.23,10565.7,8.32,3.837456254060116,True
14451.91,15077.53,8.32,4.328977969002027,True
9002.17,9392.12,10.74,4.331733348737035,True
15208.27,15260.81,10.74,0.3454699318199838,True
-1.0,-1.0,10.74,-0.0,False
8447.55,8447.55,10.74,0.0,False
-1.0,-1.0,7.91,-0.0,False
-1.0,-1.0,14.53,-0.0,False
-1.0,-1.0,14.53,-0.0,False
13365.93,13557.04,14.53,1.4298294245144227,True
-1.0,-1.0,12.35,-0.0,False
-1.0,-1.0,13.31,-0.0,False
5761.65,5761.65,11.83,0.0,False
8337.56,8874.84,11.83,6.444091556762419,True
-1.0,-1.0,10.53,-0.0,False
9921.7,10751.56,13.3,8.364090831208348,True
9570.95,10057.39,13.3,5.082463078377785,True
2094.9,2135.8,13.3,1.9523604945343493,True
8938.49,9235.08,10.05,3.318121964671887,True
10862.09,11124.61,10.05,2.4168461134091177,True
4659.59,4659.59,10.76,0.0,False
6551.24,6614.64,10.76,0.9677557225807718,True
1881.36,1881.36,10.76,0.0,False
4006.54,4009.08,10.76,0.06339634697269873,True
17106.56,17430.24,12.37,1.892139623629767,True
6833.36,7237.6,12.37,5.91568423147618,True
7260.41,7660.07,12.37,5.504647809145763,True
9805.04,10215.21,12.37,4.183256774067196,True
17726.16,18327.99,10.42,3.3951515725910277,True
13409.92,13643.71,10.42,1.743410848088572,True
11115.07,11603.37,8.96,4.393134726097101,True
-1.0,-1.0,8.96,-0.0,False
11399.48,11779.18,8.96,3.330853688062971,True
6030.25,6030.25,5.77,0.0,False
-1.0,-1.0,5.77,-0.0,False
10590.33,10611.25,5.77,0.19753869803868315,True
4300.87,4300.87,5.77,0.0,False
6696.87,6696.87,6.44,0.0,False
16706.99,17496.98,7.5,4.72849986742075,True
-1.0,-1.0,7.5,-0.0,False
15786.19,15891.91,7.5,0.6696992751259129,True
8722.71,8829.57,7.5,1.2250779860846066,True
6349.42,6349.42,5.62,0.0,False
4825.22,4825.22,5.62,0.0,False
4719.62,4719.62,9.04,0.0,False
12138.84,12329.76,9.04,1.572802673072551,True
14710.04,15255.61,9.04,3.708827440306074,True
14319.46,15045.36,9.04,5.0693252399182755,True
7141.21,7141.21,10.76,0.0,False
8990.62,9368.06,10.76,4.198153186320839,True
-1.0,-1.0,10.76,-0.0,False
18863.6,19331.29,10.76,2.479325261349914,True
11213.14,11351.14,8.34,1.2306989835139845,True
3819.19,3819.19,8.34,0.0,False
14502.0,14793.02,10.95,2.0067576885946794,True
11542.17,11542.17,10.95,0.0,False
12611.36,13252.1,10.95,5.080657439007369,True
13281.22,13464.54,10.95,1.3802948825484522,True
4411.97,4411.97,6.96,0.0,False
-1.0,-1.0,5.33,-0.0,False
3010.63,3010.63,5.33,0.0,False
12709.07,12709.07,5.53,0.0,False
8832.4,8832.4,5.53,0.0,False
6970.53,6970.53,5.53,0.0,False
6893.15,7010.85,14.41,1.707492220537791,True
-1.0,-1.0,14.41,-0.0,False
-1.0,-1.0,5.31,-0.0,False
10922.56,10922.56,5.31,0.0,False
8163.6,8164.82,13.47,0.014944387280113495,True
9559.56,10246.61,13.47,7.187046265727723,True
6765.75,7752.59,13.47,14.585818275874812,True
-1.0,-1.0,13.47,-0.0,False
13970.5,14294.04,10.1,2.3158798897677313,True
8391.02,8391.02,10.1,0.0,False
7591.09,7804.07,10.1,2.805657685523417,True
8510.71,8510.71,14.1,0.0,False
13658.38,13717.4,14.1,0.43211566818319913,True
-1.0,-1.0,14.1,-0.0,False
8832.4,8832.4,12.8,0.0,False
-1.0,-1.0,12.8,-0.0,False
-1.0,-1.0,12.8,-0.0,False
5372.64,5741.84,12.8,6.871854432830039,True
-1.0,-1.0,12.6,-0.0,False
12365.03,12461.02,12.6,0.7763022006416465,True
16619.58,16894.6,12.6,1.6547951271933272,True
9463.04,9764.24,12.6,3.1829095089949835,True
5655.15,5655.15,10.21,0.0,False
1638.78,1638.78,5.4,0.0,False
-1.0,-1.0,5.4,-0.0,False
8434.2,8621.46,6.0,2.220246140712793,True
10322.86,10322.86,6.0,0.0,False
611.66,611.66,6.0,0.0,False
6918.53,6961.17,6.95,0.6163158936941854,True
6819.61,7201.29,11.97,5.5968009900859474,True
18745.82,18858.82,11.97,0.6028010511143285,True
7738.94,8074.57,11.97,4.336898851780736,True
14581.23,14707.13,11.97,0.863438818261557,True
20256.53,20256.53,10.43,0.0,False
8567.2,8567.2,11.13,0.0,False
8833.93,9069.38,11.13,2.6652916652044887,True
5585.47,5585.47,6.86,0.0,False
2855.01,2855.01,6.86,0.0,False
6170.11,6170.11,6.86,0.0,False
7088.69,7306.27,6.86,3.0693964611232945,True
14695.15,14695.15,6.95,0.0,False
9248.99,9276.01,6.95,0.29214000663856743,True
5461.68,5747.04,6.95,5.224766006064062,True
4792.61,5310.67,13.55,10.809558883364188,True
7669.79,8170.51,13.55,6.528470792551038,True
9233.58,9793.02,13.55,6.058755109069295,True
-1.0,-1.0,9.61,-0.0,False
11373.75,11998.47,9.61,5.492647543686113,True
12207.52,12207.52,9.61,0.0,False
4958.62,4960.79,14.31,0.04376217576664622,True
12943.27,13712.57,14.31,5.943629391954269,True
-1.0,-1.0,10.5,-0.0,False
14107.81,14517.27,8.29,2.902364009722281,True
5887.64,5887.64,8.29,0.0,False
11572.98,11861.92,9.14,2.496677605940739,True
10388.01,10388.01,9.14,0.0,False
5579.74,5647.66,7.55,1.2172610193306512,True
13128.74,13128.74,7.55,0.0,False
16637.69,16989.14,14.28,2.1123725709518615,True
14857.27,14899.47,14.28,0.2840360308454979,True
15251.09,15293.21,13.37,0.2761769814485324,True
15863.19,15899.78,13.37,0.2306597853269118,True
-1.0,-1.0,13.37,-0.0,False
12083.24,12571.89,10.0,4.044031236655067,True
13255.02,13854.54,10.0,4.522965638678783,True
16588.19,16789.07,10.0,1.2109820299864003,True
5773.84,6081.98,12.87,5.3368295623016815,True
12816.85,12830.03,12.87,0.10283337949652442,True
5127.14,5156.32,12.87,0.5691282079287747,True
-1.0,-1.0,6.81,-0.0,False
2491.83,2491.83,6.81,0.0,False
11627.7,11627.7,6.81,0.0,False
-1.0,-1.0,6.81,-0.0,False
10863.35,10863.35,5.62,0.0,False
18927.61,18927.61,5.62,0.0,False
7567.11,7567.11,5.62,0.0,False
8312.58,8312.58,5.62,0.0,False
5004.25,5004.25,6.47,0.0,False
12742.58,13308.1,10.57,4.438033741989459,True
9941.31,10396.57,10.57,4.579476950220849,True
-1.0,-1.0,12.38,-0.0,False
13378.02,13378.02,7.55,0.0,False
2055.53,2055.53,7.55,0.0,False
10311.2,10311.2,7.55,0.0,False
8478.28,8478.28,7.55,0.0,False
-1.0,-1.0,5.57,-0.0,False
-1.0,-1.0,5.57,-0.0,False
