real,approx,threshold,abs_error_percentage,approx paths given
3873.87,3873.87,10.6,0.0,False
3510.89,3510.89,8.16,0.0,False
8640.63,8640.63,8.16,0.0,False
10602.16,10747.32,8.16,1.3691549646487118,True
5258.4,5408.36,10.69,2.851818043511335,True
16827.0,16827.0,10.69,0.0,False
10313.03,10313.03,10.69,0.0,False
7545.61,7545.61,7.8,0.0,False
15731.31,16215.7,12.81,3.079145983392364,True
14020.29,14058.11,12.81,0.26975190955393724,True
3646.88,3646.88,6.68,0.0,False
9916.57,9979.55,6.68,0.6350986278521663,True
-1.0,-1.0,10.24,-0.0,False
14305.18,14875.72,10.24,3.9883454804483347,True
14881.92,15082.34,10.24,1.3467348299144202,True
5801.64,5883.3,10.24,1.4075330423811172,True
7437.13,7937.82,10.4,6.73230130440102,True
-1.0,-1.0,10.4,-0.0,False
4130.25,4178.28,14.4,1.1628836026874825,True
10698.95,11599.83,14.4,8.420265540076354,True
-1.0,-1.0,14.4,-0.0,False
11440.57,11865.05,14.25,3.7103046439119693,True
12071.59,12071.59,14.25,0.0,False
-1.0,-1.0,14.25,-0.0,False
4867.95,5030.6,9.16,3.3412422066783876,True
7166.95,7166.95,9.16,0.0,False
16399.64,16753.38,11.58,2.1569985682612645,True
-1.0,-1.0,13.65,-0.0,False
14537.41,15278.03,13.65,5.094580121218297,True
-1.0,-1.0,12.1,-0.0,False
12219.99,12456.99,12.1,1.9394451222955176,True
-1.0,-1.0,14.68,-0.0,False
9529.09,10006.41,14.68,5.00908271408917,True
2914.34,2914.34,14.68,0.0,False
5774.67,5916.88,14.68,2.4626515454562776,True
15308.95,15514.18,10.96,1.340588348645724,True
11559.52,12090.7,10.96,4.595173502013926,True
9129.42,9278.04,10.96,1.6279237892440135,True
13701.07,13701.07,7.89,0.0,False
12435.15,12729.41,10.7,2.366356658343488,True
4233.9,4233.9,10.7,0.0,False
6194.71,6210.89,13.39,0.2611905964928187,True
15969.47,16385.85,13.39,2.607350150004973,True
-1.0,-1.0,13.39,-0.0,False
14631.0,15151.68,13.39,3.5587451302029955,True
10357.66,10357.66,12.22,0.0,False
6365.97,6365.97,12.22,0.0,False
1675.67,1675.67,12.22,0.0,False
13135.44,13594.72,10.52,3.4964949784704498,True
-1.0,-1.0,10.52,-0.0,False
6941.86,6941.86,10.52,0.0,False
7096.79,7096.79,10.52,0.0,False
14137.99,14352.89,9.95,1.5200180506564203,True
-1.0,-1.0,9.95,-0.0,False
6196.32,6568.81,9.95,6.011471324915445,True
9046.85,9086.83,12.88,0.44192177387709053,True
9165.83,9331.0,12.88,1.802019020645158,True
12257.93,12853.36,12.88,4.857508567922971,True
-1.0,-1.0,12.88,-0.0,False
5077.78,5077.78,5.72,0.0,False
-1.0,-1.0,5.72,-0.0,False
6693.04,6693.04,5.72,0.0,False
7810.49,7887.67,9.37,0.9881582333502802,True
19421.15,19679.59,9.37,1.3307141956063295,True
6713.95,6713.95,5.75,0.0,False
9884.15,9992.34,12.91,1.0945807176135582,True
1941.63,1941.63,12.91,0.0,False
-1.0,-1.0,9.03,-0.0,False
-1.0,-1.0,9.03,-0.0,False
13205.7,13429.34,9.03,1.693511135343067,True
12587.44,12587.44,9.03,0.0,False
10455.02,10801.48,10.65,3.3138147990152014,True
14138.87,14593.71,10.65,3.2169473232302037,True
-1.0,-1.0,10.65,-0.0,False
18069.07,18072.77,10.29,0.020476980829675945,True
7519.84,7519.84,7.07,0.0,False
4813.8,4813.8,7.07,0.0,False
-1.0,-1.0,7.07,-0.0,False
-1.0,-1.0,7.07,-0.0,False
7481.9,7746.08,14.92,3.53092129004665,True
15438.8,15958.05,6.71,3.363279529497111,True
11566.46,11848.62,6.71,2.4394672181462753,True
13702.41,13916.57,6.71,1.5629367388656439,True
4559.7,4559.7,11.12,0.0,False
6369.58,6369.58,11.12,0.0,False
4541.04,4541.04,11.12,0.0,False
3782.71,3782.71,11.12,0.0,False
9405.12,9405.12,5.1,0.0,False
18289.54,18415.7,5.1,0.689793182332633,True
7771.88,7916.38,14.15,1.8592669984611188,True
4854.18,4854.18,14.15,0.0,False
14428.1,14654.93,13.65,1.572140475876934,True
7374.93,7374.93,13.65,0.0,False
15234.68,15248.18,10.69,0.08861361052545902,True
12231.37,12771.89,10.69,4.419128846564192,True
9656.87,9983.43,10.69,3.3816340077064253,True
-1.0,-1.0,10.69,-0.0,False
8375.1,8375.1,13.72,0.0,False
-1.0,-1.0,8.18,-0.0,False
16577.74,17099.32,8.18,3.1462672233971465,True
9273.16,9273.16,8.18,0.0,False
16109.56,16413.44,14.41,1.8863333325056626,True
-1.0,-1.0,14.41,-0.0,False
6353.28,6372.8,14.41,0.3072428729727076,True
7165.24,7296.03,12.16,1.8253401142180856,True
-1.0,-1.0,12.16,-0.0,False
10286.79,10366.09,12.16,0.7708915998090684,True
21761.46,21761.46,12.16,0.0,False
5870.23,5883.59,6.59,0.22758903824893714,True
11182.0,11280.29,6.59,0.8790019674476917,True
12133.35,12371.21,6.59,1.9603819225522938,True
10587.79,10587.79,10.17,0.0,False
-1.0,-1.0,10.17,-0.0,False
6479.47,6724.52,10.17,3.7819451282280827,True
-1.0,-1.0,9.41,-0.0,False
-1.0,-1.0,9.41,-0.0,False
4332.13,4332.13,9.41,0.0,False
10645.02,10812.56,9.41,1.5738814957604499,True
8913.99,9376.85,9.1,5.192511995189591,True
2459.79,2459.79,9.1,0.0,False
10478.84,11118.23,9.1,6.101725000095424,True
3128.86,3128.86,8.24,0.0,False
18851.72,19381.25,8.24,2.8089214140672514,True
11716.23,12274.17,8.1,4.76211204457407,True
13066.75,13066.75,8.1,0.0,False
9689.53,9788.39,8.1,1.0202765252803672,True
15728.17,16151.19,13.22,2.6895690979942386,True
8544.26,8544.26,13.22,0.0,False
12386.2,12842.38,13.22,3.682969756664663,True
-1.0,-1.0,13.22,-0.0,False
16063.08,16063.08,13.25,0.0,False
2571.81,2571.81,13.25,0.0,False
10214.65,10214.65,13.25,0.0,False
3209.21,3209.21,14.8,0.0,False
-1.0,-1.0,14.8,-0.0,False
-1.0,-1.0,14.8,-0.0,False
2687.22,2687.22,14.8,0.0,False
4665.88,4665.88,13.57,0.0,False
12468.97,12818.48,13.57,2.8030382621820427,True
-1.0,-1.0,13.57,-0.0,False
16684.37,17097.63,14.23,2.476929006009829,True
10058.11,10534.97,13.52,4.7410497598455255,True
8251.77,8425.4,13.52,2.104154623795855,True
10451.48,11000.86,13.52,5.256480421911547,True
4105.08,4105.08,13.52,0.0,False
-1.0,-1.0,13.24,-0.0,False
13466.39,13699.66,13.24,1.7322385583664253,True
7401.5,7401.5,5.4,0.0,False
4802.66,4802.66,5.4,0.0,False
17542.12,17542.12,5.4,0.0,False
12022.42,12022.42,5.4,0.0,False
2499.16,2499.16,5.41,0.0,False
-1.0,-1.0,5.41,-0.0,False
-1.0,-1.0,10.33,-0.0,False
-1.0,-1.0,10.33,-0.0,False
19091.18,19592.53,10.34,2.6260817822680345,True
7013.18,7224.49,10.34,3.013041159645118,True
12654.61,13157.79,10.34,3.9762584544288626,True
2676.23,2844.33,10.34,6.281223960571397,True
14200.49,14380.08,6.63,1.2646746696768925,True
5309.53,5309.53,6.63,0.0,False
-1.0,-1.0,6.63,-0.0,False
10248.17,10659.25,8.49,4.011252740733222,True
10688.7,10688.7,8.49,0.0,False
15637.12,15848.4,5.86,1.3511439446649949,True
6027.87,6055.43,13.99,0.4572095947656536,True
-1.0,-1.0,13.99,-0.0,False
10396.66,10691.6,13.99,2.8368726110116183,True
3538.52,3538.52,13.99,0.0,False
13232.39,13232.39,9.13,0.0,False
9401.58,9717.63,9.13,3.3616689960623565,True
-1.0,-1.0,9.13,-0.0,False
9997.06,10031.54,13.94,0.3449014010119113,True
-1.0,-1.0,13.94,-0.0,False
7774.41,7774.41,10.4,0.0,False
9578.37,10051.88,10.4,4.9435342339040815,True
-1.0,-1.0,10.4,-0.0,False
-1.0,-1.0,10.4,-0.0,False
18692.36,19110.73,10.46,2.2381871523980865,True
16443.13,16563.61,10.46,0.7327072157186592,True
3934.97,3934.97,10.46,0.0,False
-1.0,-1.0,10.46,-0.0,False
15117.94,15980.05,12.7,5.702562650731506,True
9153.63,9800.13,8.54,7.06277181839336,True
9795.67,9795.67,11.71,0.0,False
728.94,728.94,11.71,0.0,False
17883.79,17944.97,5.89,0.34209750841404585,True
-1.0,-1.0,8.55,-0.0,False
1395.53,1395.53,8.55,0.0,False
13880.24,14162.89,8.55,2.036348074673058,True
1694.59,1694.59,8.55,0.0,False
7206.91,7206.91,7.09,0.0,False
15559.07,15573.11,7.09,0.09023675579582117,True
6868.63,6868.63,7.09,0.0,False
5153.14,5153.14,10.11,0.0,False
11046.52,11723.12,10.11,6.12500588420607,True
7743.79,9427.28,6.95,21.739871561599692,True
3979.84,3979.84,6.95,0.0,False
13940.24,14650.61,8.29,5.095823314376229,True
12196.67,12196.67,6.69,0.0,False
-1.0,-1.0,6.69,-0.0,False
11354.44,11376.08,6.69,0.1905862376303844,True
10498.05,10787.55,11.18,2.7576549930701417,True
18296.0,18738.99,6.2,2.4212396152164493,True
12114.68,12198.3,6.2,0.6902369687024252,True
17164.52,17429.92,6.2,1.546212769130729,True
4120.7,4120.7,6.2,0.0,False
11176.41,11176.41,11.15,0.0,False
10825.4,10825.4,11.92,0.0,False
12379.59,12379.59,11.92,0.0,False
10014.6,10295.0,6.82,2.799912128292689,True
-1.0,-1.0,6.82,-0.0,False
11364.7,11762.75,10.54,3.502512164861362,True
18866.63,18866.63,10.54,0.0,False
7727.02,8011.22,10.54,3.6780026452629837,True
15850.68,16203.0,11.61,2.2227437561038372,True
12690.39,12960.48,11.69,2.128303385475152,True
24030.33,24030.33,10.37,0.0,False
-1.0,-1.0,10.37,-0.0,False
7731.5,7731.5,6.5,0.0,False
12498.77,12702.99,13.65,1.6339207778045306,True
-1.0,-1.0,12.02,-0.0,False
16397.54,16489.81,10.97,0.5627063571730908,True
-1.0,-1.0,10.97,-0.0,False
-1.0,-1.0,10.97,-0.0,False
6613.57,6613.57,10.97,0.0,False
5162.45,5162.45,5.4,0.0,False
7774.14,7774.14,5.4,0.0,False
4417.19,4417.19,5.4,0.0,False
9488.24,9488.24,5.4,0.0,False
-1.0,-1.0,11.23,-0.0,False
7798.62,7878.44,7.56,1.0235144166531989,True
17621.46,17790.26,7.56,0.9579228962866827,True
8572.29,8572.29,7.56,0.0,False
13183.86,14027.92,7.56,6.4022221109750825,True
-1.0,-1.0,6.25,-0.0,False
13724.25,13724.25,6.25,0.0,False
10626.98,10942.81,7.25,2.9719638128612265,True
10801.75,10848.17,7.25,0.4297451801791383,True
16692.83,16692.83,12.71,0.0,False
10668.75,10872.71,12.71,1.9117516110134656,True
17562.46,17793.73,12.71,1.3168428568662958,True
6349.25,6477.12,12.73,2.013938654171751,True
-1.0,-1.0,6.39,-0.0,False
13165.07,13217.11,8.74,0.39528844130719304,True
5015.82,5015.82,8.74,0.0,False
6704.75,6704.75,8.74,0.0,False
10503.61,10532.98,8.74,0.27961815033116216,True
463.9,463.9,14.09,0.0,False
5151.53,5314.39,14.09,3.1613908877556876,True
10008.63,10116.27,13.55,1.0754718677781199,True
12922.13,12973.34,13.55,0.3962968953260875,True
-1.0,-1.0,14.03,-0.0,False
-1.0,-1.0,7.99,-0.0,False
3203.26,3203.26,10.25,0.0,False
8333.93,8333.93,10.25,0.0,False
12073.75,12199.33,10.25,1.0401076716016144,True
9953.25,10336.76,10.25,3.8531133046994723,True
-1.0,-1.0,5.58,-0.0,False
10442.82,10663.83,5.58,2.1163823564899156,True
9589.43,9589.43,5.58,0.0,False
5235.04,5235.04,8.79,0.0,False
3887.27,3887.27,8.79,0.0,False
7568.7,7568.7,8.79,0.0,False
7318.5,7318.5,8.79,0.0,False
7950.38,8092.71,14.08,1.7902288947194966,True
5345.77,5471.83,14.08,2.358126144596559,True
8083.7,8164.86,14.08,1.0039956950406355,True
9220.17,9672.8,14.08,4.9091285735512376,True
4376.13,4376.13,11.48,0.0,False
16057.31,16325.5,11.48,1.6702050343426174,True
5088.05,5588.16,13.13,9.829109383752119,True
10322.67,11118.53,13.13,7.709827011809935,True
15494.79,15627.75,11.03,0.8580948822152422,True
4748.75,4748.75,11.03,0.0,False
-1.0,-1.0,11.03,-0.0,False
8374.7,8658.98,11.03,3.394509654077147,True
-1.0,-1.0,11.43,-0.0,False
6809.56,6809.56,11.43,0.0,False
5589.01,5589.01,11.43,0.0,False
4364.41,4364.41,11.43,0.0,False
15084.23,15084.23,5.45,0.0,False
9157.63,9157.63,5.45,0.0,False
14606.91,14844.69,5.92,1.6278596910640284,True
10412.98,10412.98,5.92,0.0,False
7162.65,7162.65,9.16,0.0,False
2443.32,2443.32,9.16,0.0,False
7642.01,8417.85,12.29,10.152302862728526,True
13381.04,13704.96,12.29,2.4207385972988513,True
-1.0,-1.0,12.29,-0.0,False
6030.82,6133.55,12.47,1.7034167824607676,True
12153.33,12277.47,9.59,1.0214484425256238,True
2084.1,2084.1,8.42,0.0,False
10537.61,10927.14,8.42,3.6965687665419273,True
11440.91,12001.87,8.42,4.903106483662585,True
-1.0,-1.0,8.42,-0.0,False
7260.19,7440.3,14.69,2.4807890702585,True
6420.87,6420.87,10.39,0.0,False
5396.12,5698.12,10.39,5.596613863294367,True
7044.13,7044.13,10.39,0.0,False
13185.37,13412.14,10.39,1.7198607244241049,True
17785.77,18134.19,10.97,1.9589818152376772,True
10309.06,11003.23,10.97,6.733591617470459,True
17909.13,18010.0,12.41,0.5632322731478244,True
9926.53,10287.26,12.41,3.633998990583814,True
8666.26,8666.26,8.15,0.0,False
-1.0,-1.0,8.15,-0.0,False
5230.18,5230.18,8.15,0.0,False
6484.3,6519.18,8.66,0.5379146553984255,True
3552.79,3552.79,12.24,0.0,False
7539.7,7539.7,12.24,0.0,False
-1.0,-1.0,12.24,-0.0,False
10918.75,11293.92,7.7,3.4360160274756733,True
11961.82,11961.82,7.7,0.0,False
11855.3,11855.3,7.7,0.0,False
9571.32,9571.32,7.7,0.0,False
10810.17,11352.99,13.0,5.021382642456129,True
7956.4,8172.53,13.0,2.716429540998443,True
10416.15,10499.43,13.0,0.7995276565717724,True
15069.6,15294.46,13.51,1.492143122577897,True
12991.77,12991.77,13.51,0.0,False
11433.7,11931.8,14.25,4.3564200564996325,True
13295.87,15996.63,14.25,20.31277381623014,True
2510.98,2510.98,14.25,0.0,False
7987.61,7987.61,13.39,0.0,False
10756.9,11279.13,13.39,4.8548373602060035,True
-1.0,-1.0,11.25,-0.0,False
11381.14,11617.72,11.25,2.078702133529681,True
15655.97,15911.26,7.51,1.6306239728359269,True
-1.0,-1.0,5.91,-0.0,False
-1.0,-1.0,13.82,-0.0,False
12860.94,12860.94,12.85,0.0,False
-1.0,-1.0,12.85,-0.0,False
5773.49,5773.49,10.01,0.0,False
-1.0,-1.0,10.01,-0.0,False
-1.0,-1.0,10.01,-0.0,False
19806.13,19965.34,6.66,0.8038420428422873,True
12634.22,12634.22,6.66,0.0,False
-1.0,-1.0,6.66,-0.0,False
4902.12,4902.12,6.66,0.0,False
9579.85,9611.05,11.46,0.32568359629846927,True
13595.05,13595.05,11.46,0.0,False
-1.0,-1.0,11.46,-0.0,False
5911.94,5911.94,11.46,0.0,False
4573.22,4573.22,14.33,0.0,False
15338.92,15689.3,14.33,2.2842546932900047,True
9239.76,9442.68,14.33,2.1961609392451757,True
17360.96,18052.71,10.36,3.9845146812157854,True
14755.08,15107.85,10.36,2.390837596271931,True
7387.66,7387.66,11.84,0.0,False
8339.15,8354.03,11.84,0.17843545205447822,True
4396.26,4396.26,11.84,0.0,False
4189.0,4189.0,11.84,0.0,False
9353.7,9459.22,10.76,1.1281097319777051,True
7589.05,7753.35,10.76,2.1649613587998524,True
14562.99,14947.15,7.58,2.6379198227836445,True
10706.43,10706.43,7.58,0.0,False
705.12,705.12,7.58,0.0,False
2431.91,2431.91,9.35,0.0,False
18521.46,18733.72,14.9,1.146021965870952,True
14942.1,14942.1,13.09,0.0,False
-1.0,-1.0,10.94,-0.0,False
2672.05,2794.49,10.94,4.582249583652985,True
14290.66,14428.8,6.88,0.9666453473807327,True
5482.78,5482.78,6.45,0.0,False
9253.84,9253.84,6.45,0.0,False
-1.0,-1.0,6.45,-0.0,False
12770.73,12770.73,8.29,0.0,False
-1.0,-1.0,8.29,-0.0,False
7738.6,7738.6,8.29,0.0,False
2428.11,2428.11,10.26,0.0,False
17335.27,17767.29,10.26,2.4921446276867933,True
8855.74,9164.14,10.26,3.4824870648867243,True
4418.44,4418.44,12.81,0.0,False
14022.91,14234.95,12.81,1.5120969898544658,True
11008.37,11550.02,12.81,4.9203469723492175,True
9189.38,9447.16,12.81,2.805194692133753,True
3894.19,3894.19,6.44,0.0,False
3130.04,3130.04,6.44,0.0,False
11034.37,11034.37,6.44,0.0,False
-1.0,-1.0,9.21,-0.0,False
22648.47,22658.07,5.41,0.042386969185991566,True
-1.0,-1.0,5.41,-0.0,False
13289.01,13723.07,13.13,3.2663080244502747,True
6195.97,6910.47,13.13,11.531689146332212,True
13067.96,13475.89,13.13,3.1216042901876064,True
3735.99,3735.99,13.13,0.0,False
11340.58,11578.14,10.86,2.0947782212197215,True
10094.84,10664.29,10.86,5.641000748897464,True
7446.4,7446.4,10.86,0.0,False
13898.75,14750.81,6.18,6.130479359654641,True
17061.81,17268.03,6.18,1.2086642624668633,True
3123.39,3123.39,6.18,0.0,False
9634.76,9856.15,5.37,2.2978257891218816,True
9682.41,9682.41,5.37,0.0,False
-1.0,-1.0,5.37,-0.0,False
-1.0,-1.0,5.37,-0.0,False
5613.8,5613.8,7.46,0.0,False
11192.98,11294.91,10.68,0.9106600744395174,True
-1.0,-1.0,10.68,-0.0,False
1377.06,1377.06,12.49,0.0,False
3096.21,3326.63,9.33,7.442001673013138,True
20655.4,-1.0,12.11,-100.00484134899348,False
9142.29,9383.24,12.11,2.6355541117159804,True
17892.72,18165.76,12.11,1.525983752051098,True
10673.0,11071.1,12.11,3.7299728286330027,True
11796.89,12124.07,9.42,2.7734428311190515,True
6806.98,6806.98,9.42,0.0,False
10518.08,10952.14,9.42,4.126798807386894,True
10655.07,10655.07,10.42,0.0,False
7758.76,7978.82,10.42,2.8362779619423657,True
3906.66,3906.66,10.42,0.0,False
4640.04,4640.04,13.38,0.0,False
12118.15,12603.81,13.38,4.0077074470938205,True
-1.0,-1.0,13.38,-0.0,False
12000.64,12230.06,10.34,1.9117313743267033,True
-1.0,-1.0,10.34,-0.0,False
16034.55,16130.06,10.25,0.5956512655484577,True
-1.0,-1.0,10.25,-0.0,False
11783.14,12370.36,10.52,4.983561257865062,True
10055.73,10176.61,10.52,1.2021006928388196,True
8464.89,8833.63,10.52,4.35611094769099,True
6698.89,6698.89,7.66,0.0,False
10019.84,10174.18,7.66,1.5403439575881466,True
-1.0,-1.0,12.5,-0.0,False
4965.08,4965.08,12.5,0.0,False
-1.0,-1.0,12.5,-0.0,False
7706.6,7706.6,12.5,0.0,False
-1.0,-1.0,14.36,-0.0,False
4088.78,4088.78,14.36,0.0,False
15365.65,15479.19,14.36,0.7389209047453305,True
9608.28,9645.24,13.81,0.38466822365708664,True
4241.09,5395.55,8.17,27.22083238035505,True
8613.35,8984.63,14.63,4.310517975003904,True
3414.95,3414.95,14.63,0.0,False
15779.97,15779.97,14.63,0.0,False
9599.62,9745.09,14.63,1.5153724834941313,True
13470.44,13569.86,6.61,0.7380605236354572,True
16710.15,16710.15,6.61,0.0,False
6614.95,6614.95,6.61,0.0,False
8099.91,8099.91,6.61,0.0,False
10452.35,10452.35,12.44,0.0,False
10340.75,10340.75,12.44,0.0,False
11023.31,11758.69,12.44,6.671135983656461,True
5245.74,5645.34,11.01,7.617609717599431,True
12695.01,13514.31,9.74,6.453716854102512,True
8130.77,8130.77,9.74,0.0,False
-1.0,-1.0,9.74,-0.0,False
-1.0,-1.0,9.74,-0.0,False
10650.39,10650.39,9.73,0.0,False
12172.52,12172.52,9.73,0.0,False
12630.3,12826.72,9.73,1.5551491255156258,True
16859.56,17213.27,9.73,2.097978832187786,True
17792.77,18645.31,7.94,4.791496770879412,True
6097.17,6126.33,7.82,0.47825466568916164,True
7461.68,7461.68,7.82,0.0,False
20281.08,20629.97,7.82,1.7202732793322615,True
10992.69,10992.69,6.02,0.0,False
-1.0,-1.0,6.02,-0.0,False
-1.0,-1.0,10.2,-0.0,False
12646.42,12919.59,10.2,2.160057945252491,True
8566.11,8587.59,10.2,0.25075559384597634,True
-1.0,-1.0,10.2,-0.0,False
6166.5,6166.5,11.47,0.0,False
-1.0,-1.0,8.98,-0.0,False
4051.1,4372.38,13.54,7.930685492829113,True
10943.59,11226.27,13.54,2.58306460676981,True
13105.6,13259.84,13.54,1.1769014772311057,True
-1.0,-1.0,13.54,-0.0,False
19088.84,19811.11,11.88,3.7837291317859045,True
14507.57,14634.95,11.88,0.878024369346493,True
-1.0,-1.0,13.84,-0.0,False
8836.47,9375.39,13.84,6.098815477221109,True
1436.84,1436.84,13.84,0.0,False
10607.62,10852.97,13.34,2.312959928805882,True
13593.71,14077.54,13.34,3.559219668508463,True
2511.35,2511.35,13.34,0.0,False
16766.03,16766.03,13.34,0.0,False
7901.34,7940.4,13.72,0.49434652856350303,True
11906.95,12358.92,13.72,3.79585032271068,True
4580.5,4580.5,9.11,0.0,False
9902.29,10281.67,9.11,3.8312349971572144,True
9768.6,9768.6,9.11,0.0,False
19066.82,19499.11,9.11,2.2672370117303298,True
11228.07,11274.29,14.68,0.4116468814319929,True
7718.44,8546.86,14.68,10.732997859671139,True
11212.34,11212.34,9.29,0.0,False
-1.0,-1.0,9.29,-0.0,False
-1.0,-1.0,9.29,-0.0,False
5480.08,5745.43,13.08,4.842082597334352,True
7969.79,8242.68,13.08,3.424055088026163,True
-1.0,-1.0,13.08,-0.0,False
17501.43,17823.53,13.08,1.8404210398807328,True
-1.0,-1.0,5.68,-0.0,False
-1.0,-1.0,5.37,-0.0,False
-1.0,-1.0,5.37,-0.0,False
13954.93,13954.93,14.84,0.0,False
7699.06,7699.06,14.84,0.0,False
11325.77,11578.81,14.84,2.2341968802121097,True
13037.98,13904.36,14.84,6.64504777580577,True
8749.25,8749.25,11.72,0.0,False
-1.0,-1.0,11.72,-0.0,False
11670.4,12026.75,12.72,3.0534514669591477,True
4071.79,4071.79,12.72,0.0,False
2732.29,2732.29,12.72,0.0,False
7992.64,8308.55,8.36,3.95251131040556,True
8893.74,9018.66,8.36,1.4045834485829367,True
4195.32,4195.32,8.36,0.0,False
9744.81,10333.0,12.06,6.035930921177535,True
12032.21,12867.98,12.06,6.946105495166728,True
4761.0,4761.0,12.06,0.0,False
9734.2,10136.81,7.17,4.136035832425867,True
-1.0,-1.0,7.17,-0.0,False
11671.13,12131.87,12.13,3.9476897267017126,True
5337.29,5337.29,12.13,0.0,False
12029.18,12769.24,12.13,6.152206551069977,True
7066.56,7066.56,6.04,0.0,False
-1.0,-1.0,6.04,-0.0,False
8706.05,8706.05,6.04,0.0,False
17388.58,17388.58,9.63,0.0,False
11742.76,11742.76,9.63,0.0,False
14946.02,14983.08,9.63,0.2479589884129654,True
3488.02,3488.02,12.37,0.0,False
12678.58,12799.96,12.37,0.9573627330505404,True
12204.0,12204.0,13.64,0.0,False
6616.07,6616.07,11.84,0.0,False
7719.89,8067.25,11.84,4.499545977986728,True
3281.94,3281.94,13.94,0.0,False
7961.76,8203.3,13.94,3.0337513313639075,True
7188.97,7413.57,13.94,3.124230592143234,True
7299.19,7299.19,13.34,0.0,False
10315.92,10552.42,13.34,2.2925730327493814,True
8112.9,8121.74,13.34,0.10896226996511908,True
18305.91,18305.91,13.34,0.0,False
10560.03,11475.17,5.26,8.666073865320453,True
10466.33,10466.33,5.26,0.0,False
4820.48,4820.48,5.26,0.0,False
2853.53,2853.53,5.26,0.0,False
17060.74,17079.91,9.34,0.1123632386402832,True
-1.0,-1.0,10.69,-0.0,False
354.51,354.51,10.69,0.0,False
8973.54,8973.54,5.43,0.0,False
11306.36,11504.9,14.43,1.756002816114108,True
4223.44,4223.44,14.43,0.0,False
-1.0,-1.0,14.43,-0.0,False
-1.0,-1.0,7.07,-0.0,False
-1.0,-1.0,6.79,-0.0,False
16218.43,16218.43,6.79,0.0,False
13418.82,16055.4,6.79,19.648374447231575,True
-1.0,-1.0,6.79,-0.0,False
3648.83,3648.83,14.69,0.0,False
-1.0,-1.0,14.69,-0.0,False
11465.06,11664.42,8.49,1.7388482921153539,True
8039.73,8101.39,11.08,0.7669411783729151,True
19033.11,19354.39,7.85,1.6880057962151158,True
1971.18,1971.18,7.85,0.0,False
-1.0,-1.0,14.24,-0.0,False
-1.0,-1.0,8.54,-0.0,False
7026.48,7026.48,8.54,0.0,False
3304.29,3304.29,8.54,0.0,False
3597.83,3597.83,7.3,0.0,False
-1.0,-1.0,9.59,-0.0,False
5894.02,5894.02,10.24,0.0,False
8257.07,8257.07,10.24,0.0,False
-1.0,-1.0,6.31,-0.0,False
-1.0,-1.0,6.31,-0.0,False
10196.08,10460.66,12.89,2.5949188315509484,True
7209.38,7479.61,10.66,3.7483112278725708,True
14470.5,14470.5,10.66,0.0,False
8776.2,8907.55,10.77,1.4966614252181871,True
12781.43,13542.56,10.77,5.954967480164576,True
1333.94,1333.94,10.77,0.0,False
11768.3,12132.53,13.86,3.0950094746055203,True
7686.04,7686.04,7.15,0.0,False
11582.98,12203.04,7.15,5.353199263056669,True
5105.28,5105.28,13.86,0.0,False
16078.22,16484.86,6.83,2.5291356879057583,True
10873.19,11400.79,6.83,4.852301854377606,True
-1.0,-1.0,6.83,-0.0,False
4893.59,4893.59,6.83,0.0,False
-1.0,-1.0,12.59,-0.0,False
15605.06,15740.84,12.59,0.8701023898658554,True
5915.72,6262.99,12.59,5.870291359293535,True
13812.93,13812.93,11.1,0.0,False
17968.61,18026.44,11.1,0.32183902928494806,True
3787.61,3787.61,11.1,0.0,False
2231.54,2231.54,11.1,0.0,False
-1.0,-1.0,14.03,-0.0,False
3309.34,3309.34,14.03,0.0,False
8047.01,8286.85,14.03,2.980485919614865,True
10370.8,11276.76,14.03,8.735680950360637,True
11374.03,11832.03,6.45,4.026717003559864,True
3720.38,3720.38,6.45,0.0,False
6980.89,7030.27,12.87,0.7073596633094076,True
5859.5,6064.68,11.16,3.5016639645020957,True
13694.64,13893.5,11.16,1.4521009679699546,True
11393.73,11997.53,11.16,5.299405901315909,True
5667.13,5667.13,11.16,0.0,False
19459.83,19892.82,6.57,2.2250451314322786,True
-1.0,-1.0,6.57,-0.0,False
13122.23,13566.33,8.73,3.384333303104734,True
10237.01,10237.01,8.73,0.0,False
14584.93,14599.15,8.73,0.09749789680169425,True
-1.0,-1.0,8.73,-0.0,False
3293.27,3293.27,9.28,0.0,False
6035.86,6396.17,9.28,5.969489020620101,True
10095.15,10095.15,5.33,0.0,False
9145.93,9145.93,5.33,0.0,False
12566.51,12566.51,14.15,0.0,False
11175.03,11726.95,14.15,4.9388681730608335,True
9621.01,9621.01,7.66,0.0,False
5677.35,5955.64,12.4,4.901758743075554,True
10699.1,10728.22,12.4,0.2721724257180415,True
13676.29,13906.24,12.4,1.681377040118328,True
8547.25,8547.25,5.18,0.0,False
7736.98,7935.98,5.18,2.572063001326099,True
10888.59,10888.59,13.72,0.0,False
5485.84,5793.58,13.72,5.6097151940267995,True
-1.0,-1.0,13.72,-0.0,False
5160.31,5160.31,6.31,0.0,False
7839.69,7839.69,14.69,0.0,False
8995.05,8995.05,14.69,0.0,False
10648.52,11352.48,14.69,6.61087174555712,True
9783.82,9783.82,5.24,0.0,False
5759.21,5893.67,10.95,2.334695209933307,True
3568.71,3568.71,10.95,0.0,False
9911.94,10546.51,10.79,6.402076687308435,True
